,userId,,company,,role,,location,,startDate,,endDate,
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dallas,"','",Viva,"','",Help Desk Operator,"','",Methven,"','",10/31/1934,"','",1/12/2010,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Casimer_Keeling,"','",Realmix,"','",Financial Advisor,"','",Nong Khaem,"','",11/17/1961,"','",7/3/1910,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Renee_Wilderman,"','",Skidoo,"','",Account Representative III,"','",Vyerkhnyadzvinsk,"','",9/5/1957,"','",9/13/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ryan,"','",Tambee,"','",Information Systems Manager,"','",Medovene,"','",2/1/2015,"','",5/24/1990,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nicola,"','",Topiclounge,"','",Software Engineer III,"','",Bailadores,"','",10/29/2011,"','",5/29/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zack.Gaylord,"','",Skalith,"','",Sales Associate,"','",Siteki,"','",4/22/1999,"','",10/5/1971,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cloyd.McLaughlin,"','",Yata,"','",Geologist IV,"','",Amper,"','",8/14/1985,"','",4/23/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Garnet,"','",Realcube,"','",Payment Adjustment Coordinator,"','",Youhao,"','",3/13/1958,"','",9/21/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Delphine,"','",Jetwire,"','",Tax Accountant,"','",Loncoche,"','",3/17/1952,"','",10/30/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Darrick,"','",Tazz,"','",Senior Quality Engineer,"','",Slobodskoy,"','",3/28/2001,"','",5/5/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Trever,"','",Topicstorm,"','",Geological Engineer,"','",Methven,"','",11/30/2013,"','",4/18/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jarret.Cronin,"','",Quaxo,"','",Geological Engineer,"','",Spanish Town,"','",6/21/1946,"','",11/14/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Candida.Corkery,"','",Zoombeat,"','",Marketing Manager,"','",Xin Bulag,"','",7/31/1972,"','",3/5/2000,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bert_Koepp,"','",Omba,"','",Web Designer III,"','",Methven,"','",5/17/1988,"','",11/27/1934,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Misty,"','",Yata,"','",Office Assistant IV,"','",Ostaszewo,"','",1/17/1925,"','",8/11/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Karina,"','",Reallinks,"','",Computer Systems Analyst II,"','",Cisaro,"','",3/11/2002,"','",12/2/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lexie.Lemke,"','",Eare,"','",Staff Accountant I,"','",Methven,"','",7/16/2010,"','",3/29/1970,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jacques,"','",Vipe,"','",Accountant III,"','",Stari Grad,"','",10/24/1998,"','",4/10/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wendell,"','",Shufflebeat,"','",Operator,"','",Labuhansumbawa,"','",3/9/1995,"','",12/14/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Leatha_Wolff,"','",Kwideo,"','",Occupational Therapist,"','",Komyshany,"','",3/31/1995,"','",12/5/1987,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Birdie.Murphy,"','",Jazzy,"','",Legal Assistant,"','",Na Di,"','",8/19/1911,"','",11/12/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jed.Berge,"','",Pixonyx,"','",Analyst Programmer,"','",Zhongyuan,"','",10/15/1986,"','",8/27/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nicholaus,"','",Rooxo,"','",Human Resources Manager,"','",Catumbela,"','",5/2/1912,"','",7/5/2007,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Icie,"','",Skipfire,"','",Nurse Practicioner,"','",Krasnapollye,"','",5/20/1933,"','",6/16/1936,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Roosevelt.Bosco,"','",Realpoint,"','",Chief Design Engineer,"','",Kadukandel,"','",12/31/1957,"','",11/8/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eliza,"','",Layo,"','",Marketing Assistant,"','",Modderfontein,"','",10/31/2001,"','",12/9/2009,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Amparo_Dickens,"','",Meemm,"','",Director of Sales,"','",Banatski Dvor,"','",12/13/1972,"','",5/22/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tyrel,"','",Pixoboo,"','",Analog Circuit Design manager,"','",Wunat,"','",4/12/1987,"','",8/26/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Donavon_Mraz,"','",Kazio,"','",Dental Hygienist,"','",Pariaman,"','",12/19/1931,"','",9/6/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Miguel.Hermiston,"','",Mydeo,"','",Registered Nurse,"','",Naples,"','",10/16/1972,"','",9/30/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eulalia_Crist,"','",Zazio,"','",Geologist II,"','",Methven,"','",4/6/1965,"','",10/7/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Deja_Jacobi,"','",Twinte,"','",Librarian,"','",Nakhon Si Thammarat,"','",4/7/1952,"','",12/3/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Pansy.Sanford,"','",Tazz,"','",Analyst Programmer,"','",Soca,"','",9/23/1922,"','",1/5/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Pattie_Cremin,"','",Skimia,"','",Environmental Tech,"','",Wichita,"','",12/16/1956,"','",6/6/1995,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Mariam.Schinner,"','",Centidel,"','",Desktop Support Technician,"','",Shazhenxi,"','",1/14/1913,"','",12/2/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Carmella,"','",Npath,"','",Administrative Assistant III,"','",Tessaoua,"','",8/24/1986,"','",2/12/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Myrl,"','",Topiclounge,"','",Systems Administrator III,"','",Kaeng Khoi,"','",6/30/1946,"','",11/2/1951,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ike.Kutch,"','",Browsebug,"','",Actuary,"','",New Orleans,"','",9/19/1910,"','",12/31/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sammie_Howell,"','",Voolia,"','",Product Engineer,"','",Oleiros,"','",8/26/1995,"','",4/13/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Edison.West,"','",Ntag,"','",Business Systems Development Analyst,"','",Methven,"','",10/6/1979,"','",10/4/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Stacey_Harber,"','",Leexo,"','",Software Test Engineer IV,"','",Gaoling,"','",2/6/1915,"','",3/30/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vinnie_Kemmer,"','",Realpoint,"','",Office Assistant IV,"','",Paseyan,"','",10/6/1933,"','",5/12/1992,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kameron,"','",Dazzlesphere,"','",Staff Accountant I,"','",Mulyadadi,"','",2/21/1978,"','",6/24/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brock_Marvin,"','",Bubblebox,"','",Web Developer II,"','",Methven,"','",5/5/1926,"','",1/5/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dagmar_Rohan,"','",Katz,"','",Recruiter,"','",San Rafael,"','",9/4/1968,"','",2/1/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jules.Bahringer,"','",Vipe,"','",Teacher,"','",Ningde,"','",2/2/1983,"','",7/8/1975,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ambrose,"','",Browsetype,"','",Software Test Engineer IV,"','",Xinhua,"','",1/27/1932,"','",11/18/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eugene,"','",Plajo,"','",Product Engineer,"','",Mariano Moreno,"','",6/3/1975,"','",5/22/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alice,"','",Shufflester,"','",Automation Specialist IV,"','",Bordeaux,"','",1/15/1986,"','",3/21/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Deonte,"','",Rhyzio,"','",Product Engineer,"','",Xingfu,"','",8/4/1999,"','",9/25/1914,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Braxton.Heaney,"','",Wikizz,"','",Research Assistant III,"','",Vorontsovka,"','",12/21/1946,"','",1/13/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tracey.Sawayn,"','",Izio,"','",Nurse Practicioner,"','",Methven,"','",7/9/1994,"','",6/22/1920,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Destiny.Walter,"','",Aimbo,"','",Geological Engineer,"','",Kohlu,"','",9/1/1969,"','",10/3/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dorris.O''Reilly,"','",Oyonder,"','",Geologist III,"','",Itupeva,"','",6/9/2004,"','",9/10/1996,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lemuel.Schmidt,"','",Npath,"','",Senior Quality Engineer,"','",Methven,"','",6/2/1961,"','",8/17/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jaiden,"','",Blogtags,"','",Environmental Tech,"','",Jintun,"','",2/24/1919,"','",3/25/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ardella.Jerde,"','",Trupe,"','",Web Developer III,"','",Balbalan,"','",11/14/1938,"','",2/13/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Opal,"','",Zoomzone,"','",Graphic Designer,"','",Kerikeri,"','",2/16/1962,"','",3/3/1954,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Clay.Ebert,"','",Yambee,"','",Compensation Analyst,"','",Cogon,"','",11/2/1921,"','",9/4/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Carolyne_Olson,"','",Browsebug,"','",Registered Nurse,"','",Vermoim,"','",12/25/1984,"','",6/15/1919,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Catherine_Bailey,"','",Dynabox,"','",Director of Sales,"','",Pittsburgh,"','",11/3/2010,"','",10/14/1983,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ellie,"','",Eazzy,"','",Assistant Media Planner,"','",Yingpu,"','",12/21/1930,"','",4/24/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Audrey_Kerluke,"','",Gabspot,"','",Budget/Accounting Analyst II,"','",Pubal,"','",12/2/1988,"','",7/14/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Efren.Torp,"','",Tagtune,"','",Staff Accountant III,"','",Tosno,"','",10/6/1941,"','",4/9/1975,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jordyn_O''Reilly,"','",Meetz,"','",Programmer I,"','",Surenavan,"','",2/6/1960,"','",6/7/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nelda,"','",Snaptags,"','",Librarian,"','",Shangdundu,"','",7/3/1981,"','",7/13/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tevin.Lynch,"','",Skinix,"','",Senior Developer,"','",San Eduardo,"','",2/19/1978,"','",4/29/1991,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tito.Harvey,"','",Skimia,"','",Computer Systems Analyst II,"','",Nantes,"','",11/2/1922,"','",12/10/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Clay,"','",Youspan,"','",Editor,"','",Cascais,"','",11/17/1964,"','",1/12/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Karlie.Rau,"','",Jaxspan,"','",Structural Analysis Engineer,"','",Jintun,"','",9/7/1954,"','",9/21/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Adam_Muller,"','",Meezzy,"','",Project Manager,"','",Westonaria,"','",5/6/1960,"','",4/18/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Conor_Mayert,"','",Tagfeed,"','",Biostatistician II,"','",Cambas,"','",7/15/1967,"','",6/30/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jazmyn_Heathcote,"','",Realmix,"','",Systems Administrator III,"','",Volnovakha,"','",3/6/1976,"','",8/23/2008,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jayme.Bernier,"','",Skimia,"','",Social Worker,"','",Paihia,"','",8/14/1928,"','",3/7/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Camille.Toy,"','",Mydeo,"','",Assistant Professor,"','",Hotsk,"','",6/15/1932,"','",10/28/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Shanel.Brakus,"','",Dabtype,"','",Marketing Assistant,"','",Santa Rita Village,"','",5/6/1995,"','",12/20/1990,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Andres.Parisian,"','",Centidel,"','",Paralegal,"','",Luxi,"','",5/7/1965,"','",5/9/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Trever_Stokes,"','",Skinder,"','",Quality Control Specialist,"','",Jintun,"','",9/11/1930,"','",2/26/1960,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cynthia_Grady,"','",Ozu,"','",Research Nurse,"','",Anabar,"','",12/25/2000,"','",1/22/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Duncan,"','",Divape,"','",Structural Engineer,"','",Bratsigovo,"','",6/21/1981,"','",6/18/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Fletcher_Spinka,"','",Linkbridge,"','",Registered Nurse,"','",Buy,"','",5/19/1966,"','",11/17/1970,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kiarra_Schaefer,"','",InnoZ,"','",Assistant Manager,"','",Jintun,"','",2/28/1993,"','",9/15/1995,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alaina_Gerhold,"','",Talane,"','",Accounting Assistant II,"','",Ntoke,"','",9/12/1956,"','",8/15/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Reina,"','",Gevee,"','",Account Executive,"','",Jintun,"','",12/27/1983,"','",3/17/1959,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alice.McLaughlin,"','",Brainsphere,"','",Occupational Therapist,"','",Kertayuga,"','",12/5/1948,"','",3/2/1921,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Angelica.Miller,"','",Skiba,"','",Database Administrator I,"','",Jintun,"','",9/13/1978,"','",11/7/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Isobel.Friesen,"','",Jabbertype,"','",Accounting Assistant I,"','",Jintun,"','",9/19/1916,"','",7/22/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sean.Cronin,"','",Fadeo,"','",Nuclear Power Engineer,"','",Chao,"','",5/31/1923,"','",9/8/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Armani_Frami,"','",Gabtype,"','",Health Coach III,"','",Melfi,"','",3/27/1951,"','",11/3/1920,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jessika.Waters,"','",Pixope,"','",Accountant III,"','",Jintun,"','",8/11/2008,"','",1/2/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Idell_Konopelski,"','",Yakidoo,"','",Data Coordiator,"','",Jiatou,"','",9/30/1973,"','",1/13/1981,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jarred.Bednar,"','",Shuffletag,"','",Nuclear Power Engineer,"','",Peseng,"','",10/8/1953,"','",5/12/1946,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Justen.Sanford,"','",Gigashots,"','",Staff Scientist,"','",Glubokiy,"','",4/16/1929,"','",1/4/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ashley_Huels,"','",Abatz,"','",Engineer I,"','",Tayzhina,"','",11/17/2008,"','",9/28/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bruce,"','",Avaveo,"','",Marketing Assistant,"','",Parreira,"','",3/9/1977,"','",3/11/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Phyllis,"','",Edgetag,"','",Analog Circuit Design manager,"','",Runsonglaozhai,"','",4/13/1979,"','",5/30/1953,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Otilia.Macejkovic,"','",Talane,"','",Recruiter,"','",Kaeng Khro,"','",8/6/1952,"','",9/23/1929,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Juana.Jones,"','",Plambee,"','",Safety Technician IV,"','",Hohoe,"','",2/23/1972,"','",8/8/1999,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brook_Dickinson,"','",Kwideo,"','",Senior Financial Analyst,"','",Pinggan,"','",6/8/1927,"','",6/29/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Raoul,"','",Skyvu,"','",Nurse Practicioner,"','",Chase,"','",3/27/1919,"','",7/7/1924,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hollie,"','",JumpXS,"','",Computer Systems Analyst IV,"','",Puspajaya,"','",9/3/2005,"','",12/30/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vivienne_Kessler,"','",Shuffledrive,"','",VP Quality Control,"','",Watuweri,"','",11/13/1928,"','",5/15/1914,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Theresa.Carter,"','",Miboo,"','",Pharmacist,"','",Porsgrunn,"','",4/16/1951,"','",12/15/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Estella_Osinski,"','",Voomm,"','",Registered Nurse,"','",Jintun,"','",7/16/1996,"','",8/22/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Morton,"','",Dabvine,"','",Web Developer IV,"','",Jintun,"','",9/4/1981,"','",6/24/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Heath_Dickinson,"','",Trilia,"','",Desktop Support Technician,"','",Ramain,"','",3/18/1944,"','",3/19/2003,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Barry.Hegmann,"','",Innojam,"','",Social Worker,"','",Changbu,"','",10/17/1969,"','",5/16/1962,');
